Fecha;CodigoPais;Sucursal;Finance_Fleet;Ops_Fleet;OnRent_
2/12/19;ES;SVQ;796;760;515
2/12/19;NZ;AKL;64;61;14
2/12/19;ES;BCN;1868;1547;923
2/12/19;FR;MPL;3;0;0
2/12/19;FR;MLH;163;142;107
2/12/19;ES;MAH;27;0;0
2/12/19;IT;AHO;64;39;29
2/12/19;FR;NCE;863;644;490
2/12/19;PT;LI5;556;457;329
2/12/19;ES;ALC;4316;3663;2138
2/12/19;GR;ZTH;1;0;0
2/12/19;ES;TF5;668;654;415
2/12/19;IT;PM5;67;67;64
2/12/19;NZ;CHC;19;17;4
2/12/19;FR;NC5;323;278;124
2/12/19;ES;LPA;1485;1442;1088
2/12/19;ES;LEI;308;265;156
2/12/19;ES;QRL;39;38;28
2/12/19;FR;MRS;608;489;298
2/12/19;TR;SAW;212;200;130
2/12/19;IT;BL5;26;26;26
2/12/19;ES;REU;246;181;115
2/12/19;IT;BDS;209;185;108
2/12/19;HR;DBV;97;47;9
2/12/19;ES;PMI;2589;1356;816
2/12/19;HR;ZAG;151;81;58
2/12/19;IT;BRI;270;238;143
2/12/19;FR;LYS;134;123;89
2/12/19;ES;SDR;100;89;43
2/12/19;PT;TER;70;70;15
2/12/19;ES;IBZ;629;449;253
2/12/19;IT;CIA;377;350;304
2/12/19;GR;HER;13;0;0
2/12/19;GR;CHQ;2;0;0
2/12/19;ES;FUE;867;842;531
2/12/19;IT;ROM;126;122;102
2/12/19;PT;OPO;763;649;520
2/12/19;ES;PPM;33;30;25
2/12/19;TR;AYT;304;281;125
2/12/19;GR;RH1;2;0;0
2/12/19;ES;TFN;539;515;328
2/12/19;PT;PDL;165;145;69
2/12/19;IT;FC5;60;60;60
2/12/19;TR;ADB;208;196;87
2/12/19;ES;BIO;191;177;106
2/12/19;GB;EDI;319;252;149
2/12/19;ES;SCQ;225;164;92
2/12/19;ES;OVD;159;124;69
2/12/19;ES;SVT;43;40;30
2/12/19;IT;VR5;92;85;54
2/12/19;IT;BD5;111;107;62
2/12/19;ES;ADE;53;46;38
2/12/19;IT;LIN;223;207;153
2/12/19;HR;SPU;77;43;17
2/12/19;IT;VCE;180;163;132
2/12/19;IT;TSF;109;103;71
2/12/19;IT;PSA;312;286;207
2/12/19;GR;ATH;396;317;209
2/12/19;IT;FLR;161;145;108
2/12/19;IT;CI5;26;26;26
2/12/19;IT;SUF;150;137;84
2/12/19;IT;MXP;604;525;412
2/12/19;ES;BCT;92;91;47
2/12/19;TR;ESB;69;61;43
2/12/19;ES;XSP;40;39;25
2/12/19;FR;BIQ;121;111;57
2/12/19;GR;EFL;3;0;0
2/12/19;ES;ACE;793;784;569
2/12/19;IT;CTA;616;523;242
2/12/19;IT;BLQ;286;249;189
2/12/19;IT;CAG;489;213;176
2/12/19;ES;RMU;712;646;477
2/12/19;ES;ATR;1;0;0
2/12/19;FR;TLS;493;431;308
2/12/19;ES;CDT;17;17;8
2/12/19;TR;BJV;90;87;33
2/12/19;ES;AGT;58;57;39
2/12/19;IT;VRN;107;97;65
2/12/19;ES;VLC;931;722;530
2/12/19;ES;AGP;3002;2636;1922
2/12/19;PT;FNC;380;367;264
2/12/19;ES;TFS;1080;1040;822
2/12/19;GR;SKG;147;105;65
2/12/19;TR;IST;202;187;126
2/12/19;PT;LIS;1415;1237;974
2/12/19;IT;FCO;811;747;662
2/12/19;ES;XRY;271;247;172
2/12/19;ES;GRO;506;334;199
2/12/19;ES;CEN;16;0;0
2/12/19;ES;GIB;128;118;79
2/12/19;IT;MX5;126;126;126
2/12/19;IT;CT5;98;96;96
3/12/19;IT;PMO;368;349;163
3/12/19;TR;ADB;207;193;96
3/12/19;ES;AB3;515;34;0
3/12/19;PT;TER;70;67;18
3/12/19;PT;OP5;607;519;397
3/12/19;ES;XSP;40;39;25
3/12/19;ES;SVQ;784;751;509
3/12/19;IT;CIA;373;346;303
3/12/19;ES;MAH;16;0;0
3/12/19;ES;PMI;2395;1341;813
3/12/19;ES;VLT;108;93;79
3/12/19;FR;MPL;3;0;0
3/12/19;ES;CDT;17;17;6
3/12/19;IT;PM5;69;69;63
3/12/19;IT;CAG;444;216;184
3/12/19;IT;AHO;67;48;31
3/12/19;PT;LI5;574;468;330
3/12/19;ES;ALC;4264;3702;2062
3/12/19;IT;BL5;26;26;26
3/12/19;FR;NC5;306;278;122
3/12/19;ES;REU;223;181;120
3/12/19;GR;HER;13;0;0
3/12/19;FR;NCE;858;650;483
3/12/19;ES;TF5;667;652;436
3/12/19;ES;LPA;1485;1448;1076
3/12/19;ES;LEI;299;264;153
3/12/19;ES;QRL;39;38;32
3/12/19;FR;MRS;574;481;317
3/12/19;TR;BJV;90;87;31
3/12/19;IT;BDS;203;173;104
3/12/19;IT;VRN;107;97;75
3/12/19;TR;AYT;303;281;120
3/12/19;ES;GIB;129;117;75
3/12/19;FR;CDG;255;194;164
3/12/19;FR;LYS;139;130;97
3/12/19;NZ;CHC;19;17;4
3/12/19;ES;SDR;100;89;43
3/12/19;ES;BCN;1799;1539;930
3/12/19;ES;MAD;1181;1021;667
3/12/19;PT;FNC;374;368;272
3/12/19;ES;BCT;95;93;48
3/12/19;IT;BRI;271;243;150
3/12/19;HR;DBV;97;47;9
3/12/19;ES;OVD;154;124;71
3/12/19;ES;FUE;879;852;523
3/12/19;HR;ZAG;153;88;62
3/12/19;ES;CEN;16;0;0
3/12/19;PT;OPO;769;658;512
3/12/19;IT;FCO;823;763;667
3/12/19;ES;IB5;144;117;39
3/12/19;GB;EDI;319;259;142
3/12/19;ES;MAT;70;59;42
3/12/19;FR;BOD;476;437;248
3/12/19;ES;AGP;2974;2631;1834
3/12/19;NZ;AKL;64;61;14
3/12/19;ES;GRX;186;173;122
3/12/19;IT;LIN;222;210;155
3/12/19;GR;ZTH;1;0;0
3/12/19;IT;FLR;159;143;105
3/12/19;FR;MLH;160;143;105
3/12/19;IT;MXP;600;522;434
3/12/19;FR;BIQ;121;113;55
3/12/19;IT;PSA;311;289;208
3/12/19;TR;ESB;70;62;48
3/12/19;IT;CTA;622;537;236
3/12/19;ES;AGT;63;62;35
3/12/19;ES;ACE;809;801;574
3/12/19;ES;RMU;706;622;458
3/12/19;ES;ADE;52;46;38
3/12/19;GR;CHQ;2;0;0
3/12/19;ES;ATR;1;0;0
3/12/19;TR;SAW;213;201;138
3/12/19;IT;MX5;128;128;128
3/12/19;IT;BLQ;287;251;192
3/12/19;ES;GRO;459;333;206
3/12/19;IT;ROM;125;121;98
3/12/19;ES;VLC;895;713;532
3/12/19;PT;FAO;1029;809;545
3/12/19;IT;CI5;25;25;25
3/12/19;ES;TFN;543;525;339
3/12/19;GR;SKG;144;105;65
3/12/19;IT;TSF;106;101;76
3/12/19;IT;CT5;91;89;89
3/12/19;TR;IST;201;184;130
3/12/19;PT;LIS;1391;1231;936
3/12/19;HR;SPU;75;41;13
3/12/19;ES;IBZ;613;448;249
3/12/19;IT;OLB;150;86;56
3/12/19;PT;PDL;165;144;77
3/12/19;ES;PPM;32;31;27
3/12/19;GR;EFL;3;0;0
3/12/19;GR;RH1;2;0;0
3/12/19;IT;SUF;150;136;82
3/12/19;IT;BGY;511;474;347
3/12/19;ES;SVT;44;41;29
3/12/19;IT;VR5;91;85;58
3/12/19;ES;BIO;189;175;101
3/12/19;FR;TLS;492;435;345
3/12/19;GR;JTR;31;26;11
3/12/19;IT;FC5;57;57;57
3/12/19;ES;XRY;270;251;176
3/12/19;IT;BD5;110;106;68
3/12/19;ES;SCQ;224;161;85
3/12/19;ES;TFS;1072;1038;828
3/12/19;IT;VCE;180;163;123
3/12/19;GR;ATH;399;317;209
3/12/19;ES;ALT;28;28;17
3/12/19;FR;ORY;274;209;174
4/12/19;IT;VR5;93;90;71
4/12/19;GR;CHQ;2;0;0
4/12/19;PT;TER;70;68;22
4/12/19;ES;SDR;101;90;50
4/12/19;GR;HER;13;0;0
4/12/19;IT;BDS;186;171;100
4/12/19;ES;AGP;2970;2616;1855
4/12/19;ES;RMU;709;600;460
4/12/19;FR;TLS;496;436;350
4/12/19;ES;GIB;124;117;79
4/12/19;ES;VLC;888;699;551
4/12/19;IT;FCO;832;773;692
4/12/19;ES;PMI;2452;1333;825
4/12/19;ES;AGT;66;66;38
4/12/19;PT;FNC;374;367;254
4/12/19;ES;MAD;1184;1015;721
4/12/19;IT;VRN;106;95;80
4/12/19;ES;OVD;154;123;76
4/12/19;ES;LPA;1484;1455;1120
4/12/19;ES;ATR;1;0;0
4/12/19;ES;CEN;16;0;0
4/12/19;FR;NC5;302;274;137
4/12/19;IT;BL5;22;22;22
4/12/19;ES;REU;215;181;123
4/12/19;NZ;AKL;64;61;15
4/12/19;ES;CDT;18;18;7
4/12/19;GR;RH1;2;0;0
4/12/19;ES;MAT;67;57;35
4/12/19;GR;ZTH;1;0;0
4/12/19;ES;BCT;92;92;53
4/12/19;IT;LIN;224;211;164
4/12/19;IT;AHO;67;47;33
4/12/19;FR;NCE;863;662;499
4/12/19;ES;TF5;667;653;444
4/12/19;ES;BCN;1802;1546;993
4/12/19;TR;BJV;90;88;39
4/12/19;IT;MXP;588;513;426
4/12/19;GR;EFL;3;0;0
4/12/19;TR;ESB;84;75;48
4/12/19;ES;SCQ;223;160;96
4/12/19;GB;EDI;318;258;142
4/12/19;IT;VCE;178;162;131
4/12/19;FR;BIQ;122;114;56
4/12/19;ES;GRX;188;174;115
4/12/19;IT;CI5;25;25;25
4/12/19;ES;TFN;542;522;372
4/12/19;FR;MPL;3;0;0
4/12/19;FR;CDG;258;196;172
4/12/19;IT;PMO;366;348;149
4/12/19;ES;VLT;114;98;83
4/12/19;ES;XSP;40;39;25
4/12/19;ES;ALC;4250;3672;2060
4/12/19;ES;SVQ;782;747;563
4/12/19;FR;BOD;474;435;240
4/12/19;ES;ADE;51;46;41
4/12/19;IT;CAG;444;216;184
4/12/19;PT;LI5;576;468;319
4/12/19;IT;ROM;125;121;103
4/12/19;ES;XRY;267;246;176
4/12/19;ES;GRO;458;329;223
4/12/19;ES;LEI;300;265;151
4/12/19;ES;IBZ;613;451;256
4/12/19;TR;SAW;213;203;143
4/12/19;ES;TFS;1072;1033;861
4/12/19;TR;AYT;290;282;134
4/12/19;FR;LYS;139;132;101
4/12/19;NZ;CHC;19;15;4
4/12/19;ES;QRL;39;38;33
4/12/19;IT;CIA;374;349;306
4/12/19;GR;SKG;144;105;66
4/12/19;IT;CT5;94;92;92
4/12/19;TR;IST;201;185;131
4/12/19;PT;LIS;1388;1213;949
4/12/19;ES;PPM;33;29;26
4/12/19;PT;OPO;767;652;518
4/12/19;IT;BRI;270;243;138
4/12/19;FR;MRS;574;481;312
4/12/19;IT;MX5;132;132;132
4/12/19;HR;DBV;97;47;9
4/12/19;ES;FUE;879;856;527
4/12/19;HR;ZAG;153;87;59
4/12/19;ES;IB5;144;117;39
4/12/19;IT;SUF;150;136;80
4/12/19;IT;BLQ;289;253;197
4/12/19;ES;ALT;35;35;19
4/12/19;GR;JTR;31;26;12
4/12/19;IT;BGY;512;475;354
4/12/19;ES;SVT;46;43;29
4/12/19;IT;PM5;69;69;63
4/12/19;IT;BD5;110;104;75
4/12/19;IT;FC5;62;62;62
4/12/19;TR;ADB;206;192;93
4/12/19;FR;ORY;269;204;176
4/12/19;FR;MLH;161;143;93
4/12/19;ES;MAH;16;0;0
4/12/19;ES;ACE;809;801;600
4/12/19;HR;SPU;75;41;14
4/12/19;IT;OLB;150;85;51
4/12/19;IT;PSA;311;289;211
4/12/19;PT;OP5;609;518;413
4/12/19;IT;CTA;621;537;249
4/12/19;IT;TSF;106;101;68
4/12/19;GR;ATH;399;319;217
4/12/19;IT;FLR;159;144;115
4/12/19;ES;AB3;553;35;0
4/12/19;PT;PDL;165;133;76
4/12/19;ES;BIO;186;173;109
4/12/19;PT;FAO;1030;799;549
5/12/19;ES;VLT;107;100;88
5/12/19;ES;SCQ;192;159;101
5/12/19;ES;OVD;131;123;92
5/12/19;GR;ATH;382;318;237
5/12/19;ES;GRX;187;177;136
5/12/19;IT;FCO;821;763;684
5/12/19;TR;ADB;206;190;95
5/12/19;GR;RH1;2;0;0
5/12/19;ES;AGP;2869;2619;2047
5/12/19;ES;TFS;1070;1038;878
5/12/19;NZ;AKL;64;60;13
5/12/19;IT;VR5;91;87;73
5/12/19;PT;LIS;1360;1217;1000
5/12/19;FR;CDG;253;193;164
5/12/19;ES;TFN;544;528;444
5/12/19;ES;SDR;95;91;59
5/12/19;IT;SUF;150;136;96
5/12/19;IT;VCE;179;168;128
5/12/19;IT;CI5;26;26;26
5/12/19;IT;TSF;105;99;72
5/12/19;ES;BCN;1693;1552;1194
5/12/19;ES;CEN;16;0;0
5/12/19;PT;FNC;374;367;220
5/12/19;GR;ZTH;1;0;0
5/12/19;ES;BCT;95;95;63
5/12/19;IT;LIN;222;210;176
5/12/19;GB;EDI;295;250;150
5/12/19;TR;IST;202;192;132
5/12/19;GR;EFL;3;0;0
5/12/19;FR;MPL;3;0;0
5/12/19;IT;VRN;112;101;82
5/12/19;ES;VLC;802;696;613
5/12/19;IT;PSA;309;289;233
5/12/19;IT;CAG;427;214;187
5/12/19;PT;LI5;535;457;341
5/12/19;ES;TF5;667;651;447
5/12/19;ES;ALC;4159;3682;2141
5/12/19;IT;FLR;159;145;116
5/12/19;FR;NC5;298;271;169
5/12/19;ES;LPA;1485;1461;1249
5/12/19;ES;ADE;52;46;37
5/12/19;PT;TER;70;68;18
5/12/19;GR;HER;13;0;0
5/12/19;FR;NCE;841;664;484
5/12/19;IT;AHO;67;48;36
5/12/19;ES;AGT;74;74;48
5/12/19;IT;BL5;20;20;20
5/12/19;ES;SVQ;769;738;626
5/12/19;IT;MXP;574;507;432
5/12/19;TR;BJV;90;87;34
5/12/19;FR;BIQ;130;122;62
5/12/19;FR;TLS;485;430;334
5/12/19;ES;XSP;39;39;29
5/12/19;TR;ESB;85;76;55
5/12/19;ES;GIB;124;117;80
5/12/19;ES;CDT;18;18;7
5/12/19;ES;RMU;706;605;469
5/12/19;NZ;CHC;19;18;4
5/12/19;ES;MAD;1154;1008;815
5/12/19;ES;PPM;32;29;27
5/12/19;ES;XRY;266;247;188
5/12/19;IT;PMO;375;357;168
5/12/19;HR;DBV;53;44;9
5/12/19;HR;ZAG;147;96;63
5/12/19;ES;SVT;56;53;37
5/12/19;IT;CT5;103;101;101
5/12/19;ES;BIO;183;173;135
5/12/19;GR;JTR;31;26;8
5/12/19;IT;BRI;270;243;140
5/12/19;FR;BOD;460;429;231
5/12/19;IT;BD5;111;107;77
5/12/19;IT;BGY;517;484;381
5/12/19;ES;FUE;879;860;575
5/12/19;ES;ALT;35;30;20
5/12/19;PT;OPO;720;635;531
5/12/19;ES;MAT;66;59;34
5/12/19;HR;SPU;68;40;18
5/12/19;IT;OLB;151;85;54
5/12/19;FR;LYS;142;134;96
5/12/19;ES;IB5;133;107;51
5/12/19;PT;PDL;165;132;87
5/12/19;GR;SKG;120;105;68
5/12/19;FR;ORY;267;204;160
5/12/19;IT;FC5;69;69;69
5/12/19;FR;MLH;159;142;94
5/12/19;GR;CHQ;2;0;0
5/12/19;IT;BLQ;290;253;214
5/12/19;IT;CTA;609;528;249
5/12/19;ES;MAH;16;0;0
5/12/19;ES;LEI;292;266;162
5/12/19;ES;QRL;40;39;34
5/12/19;ES;ACE;809;796;644
5/12/19;ES;AB3;550;48;0
5/12/19;ES;REU;204;178;133
5/12/19;PT;FAO;951;791;575
5/12/19;ES;GRO;384;334;244
5/12/19;IT;MX5;132;132;132
5/12/19;FR;MRS;574;481;307
5/12/19;ES;PMI;2304;1331;960
5/12/19;IT;ROM;125;121;97
5/12/19;IT;BDS;185;171;116
5/12/19;IT;PM5;60;60;59
5/12/19;IT;CIA;373;346;313
5/12/19;ES;IBZ;567;461;322
5/12/19;TR;AYT;288;280;129
5/12/19;PT;OP5;609;532;434
5/12/19;TR;SAW;213;203;156
6/12/19;PT;LIS;1371;1218;1084
6/12/19;ES;TFN;546;529;500
6/12/19;IT;BD5;109;105;80
6/12/19;ES;BCT;96;95;78
6/12/19;IT;LIN;224;210;171
6/12/19;HR;SPU;67;38;22
6/12/19;ES;XSP;39;39;32
6/12/19;GR;ATH;384;317;242
6/12/19;IT;VCE;181;171;131
6/12/19;IT;CI5;30;30;30
6/12/19;ES;BCN;1696;1547;1379
6/12/19;IT;SUF;150;135;110
6/12/19;PT;PDL;165;132;94
6/12/19;IT;FC5;76;76;76
6/12/19;ES;ACE;809;796;702
6/12/19;GR;EFL;3;0;0
6/12/19;IT;CTA;599;518;278
6/12/19;IT;VR5;91;88;75
6/12/19;TR;ADB;205;190;112
6/12/19;ES;SCQ;192;158;133
6/12/19;IT;FLR;161;149;116
6/12/19;GR;RH1;2;0;0
6/12/19;TR;BJV;90;87;37
6/12/19;IT;MXP;572;507;463
6/12/19;ES;ADE;51;45;39
6/12/19;IT;PSA;307;288;238
6/12/19;IT;CAG;427;219;195
6/12/19;TR;ESB;85;75;58
6/12/19;ES;BIO;192;184;160
6/12/19;FR;BIQ;139;131;68
6/12/19;ES;SVT;60;57;49
6/12/19;IT;BL5;20;20;20
6/12/19;ES;AGT;89;89;69
6/12/19;ES;CDT;19;19;8
6/12/19;ES;GIB;121;113;89
6/12/19;ES;CEN;16;0;0
6/12/19;PT;FNC;374;366;249
6/12/19;IT;VRN;112;102;82
6/12/19;IT;CT5;112;110;110
6/12/19;ES;RMU;709;608;496
6/12/19;ES;LPA;1485;1455;1336
6/12/19;FR;TLS;490;435;310
6/12/19;IT;MX5;136;136;136
6/12/19;TR;IST;202;192;141
6/12/19;GR;SKG;119;105;76
6/12/19;GR;HER;12;0;0
6/12/19;IT;FCO;809;755;686
6/12/19;ES;XRY;261;244;217
6/12/19;ES;VLC;803;692;631
6/12/19;GB;EDI;295;252;148
6/12/19;ES;OVD;129;122;108
6/12/19;ES;AGP;2863;2601;2232
6/12/19;ES;TFS;1069;1034;910
6/12/19;ES;GRO;381;326;253
6/12/19;IT;TSF;106;100;79
6/12/19;FR;CDG;249;190;159
6/12/19;NZ;CHC;19;18;6
6/12/19;IT;OLB;151;85;56
6/12/19;ES;VLT;109;102;95
6/12/19;IT;PMO;352;334;195
6/12/19;ES;ALT;42;41;34
6/12/19;ES;SVQ;768;729;684
6/12/19;FR;MLH;157;140;107
6/12/19;ES;IB5;133;107;72
6/12/19;GR;ZTH;1;0;0
6/12/19;ES;MAH;16;0;0
6/12/19;FR;BOD;457;426;251
6/12/19;PT;OP5;620;547;492
6/12/19;FR;MPL;3;0;0
6/12/19;NZ;AKL;64;59;10
6/12/19;ES;LEI;291;264;181
6/12/19;IT;PM5;84;84;76
6/12/19;FR;NCE;821;638;490
6/12/19;ES;TF5;666;650;473
6/12/19;IT;BLQ;288;253;213
6/12/19;IT;AHO;67;48;36
6/12/19;GR;CHQ;2;0;0
6/12/19;ES;GRX;185;174;150
6/12/19;ES;AB3;557;49;0
6/12/19;ES;MAT;67;59;46
6/12/19;GR;JTR;31;26;16
6/12/19;PT;LI5;525;445;370
6/12/19;IT;BGY;514;472;434
6/12/19;PT;FAO;951;792;622
6/12/19;ES;ALC;4140;3671;2220
6/12/19;PT;TER;70;68;40
6/12/19;ES;PMI;2297;1313;1143
6/12/19;IT;BDS;176;162;122
6/12/19;PT;OPO;717;634;590
6/12/19;IT;BRI;285;259;178
6/12/19;ES;IBZ;567;461;408
6/12/19;ES;QRL;40;39;36
6/12/19;IT;CIA;369;344;317
6/12/19;TR;AYT;288;280;141
6/12/19;ES;FUE;879;859;629
6/12/19;FR;LYS;143;134;87
6/12/19;IT;ROM;125;124;101
6/12/19;FR;MRS;572;479;334
6/12/19;TR;SAW;214;204;169
6/12/19;FR;NC5;316;290;260
6/12/19;FR;ORY;265;198;175
6/12/19;ES;MAD;1142;1005;904
6/12/19;ES;REU;203;175;132
6/12/19;ES;SDR;96;92;75
6/12/19;ES;PPM;39;34;29
6/12/19;HR;ZAG;148;97;61
6/12/19;HR;DBV;53;44;8
7/12/19;FR;BOD;461;430;261
7/12/19;PT;FAO;951;783;629
7/12/19;GR;CHQ;2;0;0
7/12/19;ES;XSP;39;39;29
7/12/19;IT;BLQ;282;245;208
7/12/19;TR;BJV;89;86;41
7/12/19;IT;MXP;554;485;469
7/12/19;FR;BIQ;141;133;70
7/12/19;IT;PSA;312;293;242
7/12/19;TR;ESB;85;76;63
7/12/19;ES;ADE;51;45;40
7/12/19;IT;FLR;162;150;120
7/12/19;ES;RMU;718;611;504
7/12/19;FR;MLH;157;140;113
7/12/19;IT;VRN;113;103;80
7/12/19;ES;AGT;87;87;71
7/12/19;ES;VLC;801;681;628
7/12/19;FR;TLS;489;431;310
7/12/19;ES;IBZ;566;452;421
7/12/19;ES;ACE;811;794;698
7/12/19;ES;MAE;1;1;0
7/12/19;IT;ROM;125;124;108
7/12/19;IT;MX5;156;156;156
7/12/19;TR;SAW;214;201;178
7/12/19;IT;CTA;614;529;300
7/12/19;ES;GRO;379;323;249
7/12/19;ES;SCQ;192;153;136
7/12/19;IT;CI5;26;26;26
7/12/19;PT;FNC;374;364;244
7/12/19;IT;FC5;83;83;83
7/12/19;ES;XRY;260;242;205
7/12/19;GR;SKG;119;105;84
7/12/19;IT;BD5;108;104;80
7/12/19;ES;TFS;1070;1028;946
7/12/19;ES;SVT;58;55;45
7/12/19;IT;VCE;179;169;122
7/12/19;PT;LIS;1367;1210;1108
7/12/19;TR;IST;202;193;140
7/12/19;IT;TSF;107;101;88
7/12/19;ES;ALT;40;40;36
7/12/19;IT;BGY;514;470;447
7/12/19;ES;TFN;545;525;482
7/12/19;GR;ATH;384;316;236
7/12/19;IT;CT5;101;99;99
7/12/19;IT;OLB;150;84;58
7/12/19;HR;SPU;67;39;23
7/12/19;TR;ADB;205;189;121
7/12/19;GR;EFL;3;0;0
7/12/19;GR;RH1;2;0;0
7/12/19;PT;PDL;165;130;99
7/12/19;IT;SUF;149;134;112
7/12/19;GB;EDI;295;251;154
7/12/19;IT;VR5;90;87;71
7/12/19;GR;JTR;31;26;6
7/12/19;FR;ORY;264;196;180
7/12/19;ES;BIO;191;183;149
7/12/19;ES;BCT;96;95;76
7/12/19;PT;TER;70;68;47
7/12/19;IT;AHO;70;50;38
7/12/19;FR;NCE;818;638;477
7/12/19;ES;TF5;666;648;469
7/12/19;ES;VLT;112;105;96
7/12/19;NZ;AKL;64;59;9
7/12/19;IT;BDS;174;158;123
7/12/19;PT;LI5;529;450;389
7/12/19;IT;CAG;425;218;195
7/12/19;ES;PMI;2298;1302;1119
7/12/19;ES;AB3;557;49;0
7/12/19;ES;ALC;4137;3655;2179
7/12/19;TR;AYT;289;281;152
7/12/19;ES;GIB;123;113;95
7/12/19;ES;CDT;19;19;10
7/12/19;ES;SVQ;769;723;670
7/12/19;IT;BL5;20;20;20
7/12/19;ES;QRL;39;38;35
7/12/19;FR;MPL;3;0;0
7/12/19;GR;HER;12;0;0
