Fecha;CodigoPais;Sucursal;Finance_Fleet;Ops_Fleet;OnRent_
2/1/20;ES;PMI;1840;1346;1210
2/1/20;ES;XSP;43;42;36
2/1/20;ES;AGT;97;97;77
2/1/20;FR;MPL;1;0;0
2/1/20;ES;VLC;778;717;689
2/1/20;FR;BIQ;141;123;70
2/1/20;TR;BJV;71;67;40
2/1/20;IT;MXP;529;462;419
2/1/20;IT;CAG;301;220;191
2/1/20;HR;DBV;35;30;15
2/1/20;HR;ZAG;164;119;101
2/1/20;ES;PPM;33;31;29
2/1/20;ES;XRY;245;228;208
2/1/20;IT;CT5;198;197;197
2/1/20;ES;FUE;867;846;809
2/1/20;FR;MRS;501;438;334
2/1/20;PT;OPO;865;790;667
2/1/20;IT;SUF;151;137;122
2/1/20;IT;MX5;154;154;154
2/1/20;ES;GRO;318;284;267
2/1/20;IT;BRI;275;253;203
2/1/20;HR;SPU;61;35;26
2/1/20;TR;AYT;277;269;214
2/1/20;IT;TSF;112;105;86
2/1/20;TR;IST;201;185;164
2/1/20;ES;IBZ;431;351;318
2/1/20;GR;SKG;112;98;79
2/1/20;GR;ATH;346;293;237
2/1/20;IT;OLB;122;81;66
2/1/20;FR;LYS;154;132;109
2/1/20;ES;SCQ;182;161;147
2/1/20;PT;LIS;1284;1121;1069
2/1/20;IT;FC5;117;117;117
2/1/20;FR;ORY;237;185;157
2/1/20;ES;TFS;1042;1008;952
2/1/20;TR;ADB;190;176;142
2/1/20;ES;SVT;87;86;74
2/1/20;IT;BGY;473;442;387
2/1/20;GR;CHQ;2;0;0
2/1/20;IT;PM5;82;81;79
2/1/20;IT;BLQ;266;247;202
2/1/20;ES;ALT;67;67;56
2/1/20;IT;BD5;109;106;85
2/1/20;ES;AB3;204;2;0
2/1/20;IT;FLR;148;130;111
2/1/20;GR;JTR;31;26;8
2/1/20;ES;BIO;213;203;174
2/1/20;IT;VR5;88;83;70
2/1/20;PT;PDL;150;133;83
2/1/20;IT;ROM;114;111;102
2/1/20;FR;MLH;155;138;90
2/1/20;ES;LEI;209;199;177
2/1/20;ES;ACE;813;803;770
2/1/20;IT;CTA;539;433;386
2/1/20;PT;OP5;587;508;416
2/1/20;IT;PSA;289;277;240
2/1/20;TR;ESB;93;86;76
2/1/20;PT;FAO;825;659;595
2/1/20;TR;SAW;251;235;177
3/1/20;ES;OVD;126;114;91
3/1/20;ES;SCQ;182;162;149
3/1/20;FR;CDG;220;175;157
3/1/20;ES;MAD;998;938;853
3/1/20;GB;EDI;28;9;1
3/1/20;GR;EFL;2;0;0
3/1/20;IT;FCO;757;716;687
3/1/20;ES;GRX;206;190;162
3/1/20;GR;ATH;348;282;235
3/1/20;ES;TFN;572;550;443
3/1/20;IT;TSF;111;105;82
3/1/20;TR;IST;201;188;166
3/1/20;IT;PSA;289;273;216
3/1/20;ES;ADE;61;56;50
3/1/20;ES;AGP;2590;2468;2280
3/1/20;ES;TFS;1040;1011;963
3/1/20;ES;XSP;42;41;36
3/1/20;IT;VCE;191;175;145
3/1/20;NZ;AKL;79;72;60
3/1/20;ES;SVQ;873;842;741
3/1/20;IT;LIN;211;192;171
3/1/20;IT;AHO;61;53;38
3/1/20;FR;NCE;748;620;505
3/1/20;ES;TF5;666;656;621
3/1/20;ES;BCT;131;130;105
3/1/20;IT;CI5;45;45;45
3/1/20;IT;FLR;146;124;112
3/1/20;IT;CAG;301;217;184
3/1/20;GR;ZTH;1;0;0
3/1/20;ES;BCN;1622;1517;1410
3/1/20;PT;LI5;450;391;362
3/1/20;GR;RH1;1;0;0
3/1/20;IT;SUF;152;138;115
3/1/20;ES;ALC;3813;3626;3277
3/1/20;ES;VLC;787;729;671
3/1/20;ES;AGT;91;91;74
3/1/20;FR;MPL;1;0;0
3/1/20;IT;VRN;134;125;104
3/1/20;ES;RMU;580;514;454
3/1/20;FR;TLS;470;440;267
3/1/20;ES;GIB;136;131;119
3/1/20;ES;CDT;25;25;12
3/1/20;IT;BL5;35;35;35
3/1/20;TR;BJV;71;67;50
3/1/20;IT;MXP;542;472;424
3/1/20;FR;BIQ;141;122;58
3/1/20;TR;ESB;93;84;74
3/1/20;ES;SDR;87;84;70
3/1/20;PT;TER;65;65;47
3/1/20;PT;FNC;353;345;280
3/1/20;ES;LPA;1482;1455;1416
3/1/20;PT;LIS;1279;1114;1053
3/1/20;GR;HER;12;0;0
3/1/20;ES;CEN;13;0;0
3/1/20;FR;NC5;289;268;268
3/1/20;HR;SPU;61;35;27
3/1/20;TR;ADB;190;176;153
3/1/20;ES;PPM;32;31;25
3/1/20;IT;PMO;334;316;247
3/1/20;FR;ORY;237;183;160
3/1/20;IT;FC5;115;115;115
3/1/20;FR;LYS;153;131;98
3/1/20;ES;IB5;104;83;71
3/1/20;GR;SKG;111;97;75
3/1/20;HR;DBV;35;30;14
3/1/20;FR;MLH;155;138;74
3/1/20;IT;BGY;469;437;370
3/1/20;ES;VLT;83;81;72
3/1/20;HR;ZAG;164;119;99
3/1/20;ES;ALT;59;59;48
3/1/20;IT;BD5;108;107;85
3/1/20;ES;MAT;75;72;56
3/1/20;IT;PM5;74;73;69
3/1/20;IT;BLQ;270;248;211
3/1/20;ES;SVT;87;86;74
3/1/20;ES;AB3;193;2;0
3/1/20;FR;BOD;432;406;248
3/1/20;PT;PDL;150;133;77
3/1/20;IT;VR5;88;83;72
3/1/20;IT;OLB;122;82;60
3/1/20;GR;JTR;31;26;8
3/1/20;ES;BIO;214;204;163
3/1/20;GR;CHQ;2;0;0
3/1/20;ES;LEI;212;204;172
3/1/20;TR;AYT;277;269;217
3/1/20;ES;ACE;813;806;752
3/1/20;ES;QRL;31;31;26
3/1/20;ES;PMI;1841;1345;1150
3/1/20;ES;MAH;12;0;0
3/1/20;IT;CTA;556;444;359
3/1/20;PT;OP5;600;517;440
3/1/20;NZ;CHC;29;27;18
3/1/20;TR;SAW;250;237;186
3/1/20;IT;ROM;114;109;106
3/1/20;ES;FUE;867;847;795
3/1/20;PT;OPO;848;771;670
3/1/20;PT;FAO;822;650;575
3/1/20;ES;XRY;243;226;199
3/1/20;ES;IBZ;431;349;317
3/1/20;IT;BDS;177;167;136
3/1/20;IT;CT5;180;179;179
3/1/20;FR;MRS;501;442;268
3/1/20;ES;REU;181;152;127
3/1/20;ES;GRO;317;285;253
3/1/20;IT;BRI;278;256;192
3/1/20;IT;MX5;148;148;148
3/1/20;IT;CIA;339;312;289
4/1/20;TR;ESB;93;84;73
4/1/20;IT;VCE;192;176;140
4/1/20;ES;SVQ;892;853;703
4/1/20;IT;LIN;207;188;160
4/1/20;IT;AHO;61;51;38
4/1/20;ES;XSP;42;41;36
4/1/20;ES;SVT;63;62;53
4/1/20;ES;ADE;63;57;51
4/1/20;IT;FLR;144;122;106
4/1/20;GR;RH1;1;0;0
4/1/20;ES;CDT;25;25;11
4/1/20;IT;BL5;32;32;32
4/1/20;ES;BIO;214;203;149
4/1/20;IT;VR5;87;82;61
4/1/20;IT;PSA;287;271;200
4/1/20;ES;AGT;75;75;58
4/1/20;IT;CAG;301;214;168
4/1/20;ES;VLC;790;731;623
4/1/20;PT;TER;65;65;43
4/1/20;IT;VRN;135;125;99
4/1/20;GR;EFL;2;0;0
4/1/20;FR;MPL;1;0;0
4/1/20;PT;PDL;150;133;70
4/1/20;GR;HER;12;0;0
4/1/20;FR;NCE;741;605;459
4/1/20;ES;TF5;664;653;611
4/1/20;FR;BIQ;141;119;44
4/1/20;IT;CTA;576;454;330
4/1/20;IT;MXP;566;491;441
4/1/20;TR;BJV;71;68;42
4/1/20;PT;LIS;1263;1089;1003
4/1/20;IT;CT5;161;160;160
4/1/20;IT;TSF;113;105;85
4/1/20;IT;CI5;39;39;39
4/1/20;ES;GIB;135;130;115
4/1/20;PT;FNC;353;344;288
4/1/20;ES;TFS;1043;1007;970
4/1/20;ES;AGP;2608;2471;2180
4/1/20;ES;RMU;580;513;425
4/1/20;ES;BCT;132;130;102
4/1/20;HR;SPU;61;35;27
4/1/20;ES;TFN;572;547;420
4/1/20;IT;MX5;128;128;128
4/1/20;ES;CEN;13;0;0
4/1/20;ES;BCN;1621;1509;1372
4/1/20;ES;OVD;128;115;87
4/1/20;ES;LPA;1481;1446;1397
4/1/20;ES;SCQ;183;163;150
4/1/20;FR;TLS;468;436;235
4/1/20;GB;EDI;28;9;1
4/1/20;IT;FCO;760;716;649
4/1/20;ES;GRX;209;192;169
4/1/20;GR;ATH;348;274;225
4/1/20;TR;ADB;190;173;145
4/1/20;IT;SUF;152;136;117
4/1/20;IT;FC5;112;112;112
4/1/20;TR;IST;201;191;163
4/1/20;ES;XRY;241;222;190
4/1/20;ES;SDR;86;83;68
4/1/20;FR;MLH;155;136;57
4/1/20;ES;ACE;814;804;703
4/1/20;ES;VLT;80;78;70
4/1/20;PT;FAO;821;646;539
4/1/20;ES;ALT;52;52;37
4/1/20;IT;BD5;109;108;80
4/1/20;ES;AB3;193;2;0
4/1/20;IT;BGY;472;436;372
4/1/20;ES;QRL;30;30;28
4/1/20;GR;JTR;31;26;8
4/1/20;IT;PM5;67;66;62
4/1/20;ES;ALC;3825;3640;2964
4/1/20;IT;CIA;344;319;290
4/1/20;PT;LI5;466;402;354
4/1/20;ES;PMI;1841;1333;1110
4/1/20;ES;MAT;75;72;54
4/1/20;GR;CHQ;2;0;0
4/1/20;ES;LEI;210;202;171
4/1/20;FR;BOD;430;404;220
4/1/20;TR;SAW;250;239;188
4/1/20;IT;BLQ;272;250;196
4/1/20;ES;MAH;12;0;0
4/1/20;PT;OP5;602;510;448
4/1/20;IT;ROM;115;110;99
4/1/20;ES;FUE;866;844;770
4/1/20;IT;BRI;277;254;164
4/1/20;PT;OPO;848;757;655
4/1/20;TR;AYT;277;269;207
4/1/20;IT;BDS;176;166;128
4/1/20;NZ;AKL;79;74;56
4/1/20;ES;IBZ;432;347;298
4/1/20;FR;CDG;221;175;143
4/1/20;NZ;CHC;29;27;17
4/1/20;ES;REU;180;150;134
4/1/20;IT;OLB;122;81;52
4/1/20;ES;GRO;315;279;231
4/1/20;HR;ZAG;163;118;94
4/1/20;HR;DBV;36;31;12
4/1/20;FR;MRS;501;442;228
4/1/20;FR;NC5;294;274;274
4/1/20;ES;PPM;32;30;23
4/1/20;IT;PMO;340;321;234
4/1/20;ES;IB5;103;82;70
4/1/20;FR;ORY;241;184;153
4/1/20;GR;SKG;111;97;67
4/1/20;GR;ZTH;1;0;0
4/1/20;FR;LYS;154;131;105
4/1/20;ES;MAD;998;936;819
5/1/20;GR;CHQ;2;0;0
5/1/20;ES;VLC;790;726;574
5/1/20;PT;FAO;821;644;532
5/1/20;IT;MX5;113;113;113
5/1/20;ES;XRY;239;218;161
5/1/20;ES;GRO;316;280;214
5/1/20;TR;SAW;251;239;177
5/1/20;IT;ROM;114;109;100
5/1/20;IT;CTA;602;477;277
5/1/20;PT;LIS;1242;1058;937
5/1/20;IT;CT5;136;135;135
5/1/20;TR;BJV;71;68;38
5/1/20;ES;RMU;583;515;424
5/1/20;FR;BIQ;141;119;34
5/1/20;TR;ESB;93;85;66
5/1/20;PT;FNC;353;341;286
5/1/20;FR;TLS;468;428;197
5/1/20;ES;AGT;63;63;40
5/1/20;IT;VRN;133;123;95
5/1/20;ES;CEN;13;0;0
5/1/20;IT;SUF;153;137;104
5/1/20;ES;SVT;62;61;48
5/1/20;IT;BGY;477;437;371
5/1/20;ES;SCQ;182;161;136
5/1/20;IT;FC5;109;109;109
5/1/20;IT;CI5;29;29;29
5/1/20;PT;PDL;150;133;60
5/1/20;ES;BIO;215;204;130
5/1/20;IT;VR5;86;81;63
5/1/20;GR;JTR;31;26;8
5/1/20;IT;BLQ;265;243;180
5/1/20;ES;BCT;112;111;83
5/1/20;TR;IST;200;186;145
5/1/20;IT;MXP;577;497;389
5/1/20;GR;SKG;111;96;59
5/1/20;GB;EDI;20;1;1
5/1/20;FR;MLH;155;135;37
5/1/20;ES;ACE;814;804;676
5/1/20;IT;TSF;112;104;80
5/1/20;IT;FLR;141;119;97
5/1/20;ES;XSP;42;41;36
5/1/20;GR;EFL;2;0;0
5/1/20;ES;TFS;1038;998;943
5/1/20;ES;AGP;2616;2473;2022
5/1/20;ES;ADE;64;58;52
5/1/20;HR;SPU;61;35;26
5/1/20;TR;ADB;190;171;112
5/1/20;ES;ALT;45;45;31
5/1/20;IT;BD5;109;108;71
5/1/20;IT;VCE;193;174;124
5/1/20;IT;OLB;122;81;43
5/1/20;IT;PSA;291;274;179
5/1/20;GR;ATH;348;269;198
5/1/20;ES;TFN;577;544;388
5/1/20;GR;RH1;1;0;0
5/1/20;ES;LPA;1481;1445;1334
5/1/20;FR;MRS;499;438;194
5/1/20;PT;TER;65;65;36
5/1/20;ES;LEI;211;203;169
5/1/20;GR;HER;12;0;0
5/1/20;PT;OP5;602;506;463
5/1/20;ES;SDR;85;82;64
5/1/20;ES;MAH;12;0;0
5/1/20;IT;CIA;356;330;286
5/1/20;PT;OPO;849;745;636
5/1/20;TR;AYT;277;269;193
5/1/20;IT;FCO;762;717;599
5/1/20;ES;IBZ;432;345;253
5/1/20;ES;GIB;137;132;111
5/1/20;ES;FUE;866;841;732
5/1/20;IT;BRI;277;254;151
5/1/20;NZ;CHC;29;27;16
5/1/20;ES;REU;180;150;134
5/1/20;ES;QRL;30;30;28
5/1/20;ES;PMI;1841;1338;990
5/1/20;ES;CDT;25;25;11
5/1/20;FR;NC5;253;233;233
5/1/20;IT;BDS;176;153;109
5/1/20;IT;BL5;35;35;35
5/1/20;HR;DBV;36;31;9
5/1/20;HR;ZAG;163;118;88
5/1/20;ES;IB5;103;82;60
5/1/20;ES;PPM;32;30;23
5/1/20;NZ;AKL;79;74;50
5/1/20;IT;PM5;58;57;55
5/1/20;ES;OVD;129;116;76
5/1/20;FR;LYS;154;131;94
5/1/20;ES;MAD;999;932;739
5/1/20;GR;ZTH;1;0;0
5/1/20;ES;BCN;1641;1500;1185
5/1/20;IT;AHO;61;51;30
5/1/20;FR;ORY;240;177;131
5/1/20;FR;NCE;784;643;417
5/1/20;ES;TF5;664;651;588
5/1/20;ES;AB3;193;2;0
5/1/20;ES;VLT;82;79;64
5/1/20;FR;MPL;1;0;0
5/1/20;FR;CDG;223;174;147
5/1/20;ES;SVQ;892;846;645
5/1/20;ES;ALC;3826;3636;2688
5/1/20;FR;BOD;429;401;173
5/1/20;IT;CAG;301;212;125
5/1/20;ES;MAT;75;70;45
5/1/20;PT;LI5;485;417;359
5/1/20;IT;LIN;212;192;141
5/1/20;ES;GRX;210;193;153
5/1/20;IT;PMO;348;327;201
6/1/20;IT;CT5;123;122;121
6/1/20;GR;SKG;111;89;52
6/1/20;ES;XRY;238;217;149
6/1/20;FR;LYS;153;129;96
6/1/20;ES;SVT;58;57;41
6/1/20;PT;LIS;1226;1031;882
6/1/20;IT;BRI;278;252;119
6/1/20;ES;SCQ;181;159;116
6/1/20;TR;AYT;277;269;184
6/1/20;ES;TFS;1038;995;954
6/1/20;ES;IBZ;431;344;235
6/1/20;TR;ADB;190;178;109
6/1/20;GR;ATH;348;261;178
6/1/20;IT;SUF;150;134;95
6/1/20;HR;DBV;36;31;9
6/1/20;IT;CI5;21;21;21
6/1/20;IT;FC5;86;86;86
6/1/20;FR;MRS;504;436;198
6/1/20;IT;TSF;113;105;74
6/1/20;IT;VCE;188;169;120
6/1/20;IT;MX5;101;101;101
6/1/20;ES;GRO;315;279;217
6/1/20;IT;BGY;480;440;346
6/1/20;IT;BD5;109;108;65
6/1/20;HR;SPU;61;35;19
6/1/20;TR;IST;201;189;139
6/1/20;PT;OPO;832;727;644
6/1/20;HR;ZAG;163;117;77
6/1/20;FR;ORY;240;181;145
6/1/20;ES;PPM;32;31;24
6/1/20;IT;OLB;123;82;37
6/1/20;ES;AB3;193;2;0
6/1/20;ES;ACE;814;803;656
6/1/20;IT;FLR;140;118;95
6/1/20;IT;BLQ;268;246;170
6/1/20;TR;ESB;93;88;71
6/1/20;FR;BIQ;141;101;38
6/1/20;GR;EFL;2;0;0
6/1/20;IT;PSA;291;274;163
6/1/20;PT;PDL;150;135;59
6/1/20;PT;OP5;624;527;495
6/1/20;ES;VLC;789;705;519
6/1/20;ES;ALT;46;46;24
6/1/20;IT;PM5;53;52;44
6/1/20;GR;JTR;31;26;8
6/1/20;PT;FAO;821;640;514
6/1/20;ES;BIO;218;206;113
6/1/20;IT;VR5;84;79;57
6/1/20;IT;ROM;115;109;82
6/1/20;GR;CHQ;2;0;0
6/1/20;FR;MLH;155;134;40
6/1/20;ES;LEI;211;203;167
6/1/20;IT;CTA;616;487;253
6/1/20;TR;SAW;250;237;167
6/1/20;FR;TLS;470;428;222
6/1/20;IT;FCO;781;735;578
6/1/20;ES;RMU;582;515;433
6/1/20;NZ;CHC;29;27;18
6/1/20;FR;BOD;427;398;205
6/1/20;ES;GIB;136;130;108
6/1/20;ES;GRX;211;192;131
6/1/20;IT;PMO;352;331;175
6/1/20;ES;FUE;866;837;722
6/1/20;ES;LPA;1479;1440;1319
6/1/20;ES;AGP;2624;2475;1918
6/1/20;GR;ZTH;1;0;0
6/1/20;ES;CEN;13;0;0
6/1/20;NZ;AKL;79;72;47
6/1/20;FR;CDG;222;170;141
6/1/20;ES;OVD;128;108;60
6/1/20;ES;BCT;114;113;64
6/1/20;ES;TFN;577;542;380
6/1/20;PT;FNC;353;343;295
6/1/20;GB;EDI;20;1;1
6/1/20;ES;BCN;1642;1490;1050
6/1/20;ES;MAD;1000;927;681
6/1/20;ES;SDR;84;81;46
6/1/20;ES;IB5;104;83;53
6/1/20;ES;TF5;664;650;601
6/1/20;ES;ALC;3830;3636;2566
6/1/20;PT;LI5;497;424;372
6/1/20;FR;MPL;1;0;0
6/1/20;TR;BJV;71;68;37
6/1/20;IT;CAG;300;206;109
6/1/20;ES;ADE;66;61;50
6/1/20;ES;REU;180;150;134
6/1/20;IT;VRN;135;125;101
6/1/20;FR;NCE;717;578;386
6/1/20;IT;LIN;216;195;126
6/1/20;ES;QRL;29;29;26
6/1/20;ES;MAT;77;71;36
6/1/20;PT;TER;65;65;30
6/1/20;GR;RH1;1;0;0
6/1/20;IT;BDS;176;147;90
6/1/20;IT;AHO;61;49;25
6/1/20;ES;VLT;76;69;62
6/1/20;GR;HER;12;0;0
6/1/20;FR;NC5;317;297;212
6/1/20;ES;CDT;25;25;11
6/1/20;IT;CIA;365;339;259
6/1/20;ES;SVQ;891;839;588
6/1/20;ES;MAH;12;0;0
6/1/20;IT;BL5;36;36;36
6/1/20;ES;XSP;42;41;33
6/1/20;ES;PMI;1841;1333;922
6/1/20;ES;AGT;59;59;33
6/1/20;IT;MXP;589;506;341
7/1/20;IT;FC5;82;82;82
7/1/20;IT;TSF;110;101;72
7/1/20;IT;OLB;122;84;33
7/1/20;NZ;CHC;29;27;16
7/1/20;ES;MAT;77;71;34
7/1/20;ES;ALT;34;34;25
7/1/20;IT;BD5;109;91;63
7/1/20;GR;JTR;31;26;5
7/1/20;FR;MLH;155;134;42
7/1/20;HR;DBV;36;31;9
7/1/20;ES;AB3;197;3;0
7/1/20;HR;SPU;61;34;20
7/1/20;ES;ACE;814;804;649
7/1/20;ES;VLT;79;71;56
7/1/20;FR;BOD;429;397;223
7/1/20;IT;PMO;363;343;166
7/1/20;ES;IB5;104;82;49
7/1/20;ES;BIO;216;204;85
7/1/20;ES;PPM;33;29;24
7/1/20;IT;SUF;150;137;99
7/1/20;PT;PDL;150;135;67
7/1/20;FR;LYS;154;131;104
7/1/20;IT;VR5;83;79;60
7/1/20;FR;ORY;240;175;151
7/1/20;IT;BLQ;270;245;180
7/1/20;GR;SKG;111;81;47
7/1/20;IT;PM5;44;43;38
7/1/20;ES;SVT;53;52;40
7/1/20;IT;BGY;483;447;349
7/1/20;PT;FAO;820;642;517
7/1/20;TR;ADB;189;174;108
7/1/20;ES;FUE;866;848;713
7/1/20;IT;BRI;277;228;118
7/1/20;PT;OPO;818;710;609
7/1/20;IT;ROM;116;110;72
7/1/20;ES;GRO;316;284;200
7/1/20;IT;BDS;176;144;93
7/1/20;GR;CHQ;2;0;0
7/1/20;IT;CT5;122;121;120
7/1/20;ES;REU;180;148;103
7/1/20;ES;LEI;210;201;168
7/1/20;ES;PMI;1840;1338;913
7/1/20;TR;SAW;250;235;173
7/1/20;ES;QRL;29;29;25
7/1/20;IT;CIA;362;335;272
7/1/20;HR;ZAG;163;115;75
7/1/20;FR;MRS;503;434;217
7/1/20;PT;OP5;635;538;480
7/1/20;ES;MAH;12;0;0
7/1/20;IT;MX5;95;95;95
7/1/20;ES;XRY;238;217;146
7/1/20;IT;CTA;614;486;226
7/1/20;TR;AYT;277;268;180
7/1/20;ES;IBZ;431;347;242
7/1/20;IT;CI5;22;22;22
7/1/20;FR;CDG;221;167;146
7/1/20;IT;VCE;190;173;127
7/1/20;GR;ZTH;1;0;0
7/1/20;ES;BCN;1646;1503;992
7/1/20;GR;RH1;1;0;0
7/1/20;ES;OVD;128;106;67
7/1/20;ES;BCT;112;110;62
7/1/20;ES;XSP;41;40;34
7/1/20;ES;SVQ;894;856;549
7/1/20;ES;ALC;3838;3614;2556
7/1/20;GR;ATH;348;259;176
7/1/20;ES;TFN;550;516;397
7/1/20;GB;EDI;20;1;1
7/1/20;ES;ADE;66;59;49
7/1/20;FR;MPL;1;0;0
7/1/20;ES;MAD;998;927;684
7/1/20;IT;CAG;299;205;117
7/1/20;PT;LI5;511;438;379
7/1/20;IT;AHO;62;49;25
7/1/20;GR;EFL;2;0;0
7/1/20;IT;PSA;289;277;161
7/1/20;ES;TF5;664;648;584
7/1/20;ES;SCQ;181;159;115
7/1/20;IT;FLR;142;120;99
7/1/20;NZ;AKL;79;72;41
7/1/20;IT;LIN;214;191;123
