CodigoPais;Zona;SucursalAlquiler;Mes;Fecha;Res_CY;Res_LY;Dias_CY;Dias_LY;Rental_rate_rev_CY;Rental_rate_rev_LY;Ancillaries_CY;Ancillaries_LY;SDR_CY;SDR_LY;Origin_App;Brand
BE;Belgium;CRL;2020-02-01;2020-02-20;5;4;33;23;442,05;432,34;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-21;13;13;81;43;1217,09;886,37;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-22;12;4;81;9;1276,53;228,13;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-23;10;3;55;13;898,07;255,17;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-24;3;3;15;8;226,59;221,37;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-25;6;2;28;19;534,37;215,61;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-26;10;5;48;20;803,51;319,52;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-27;2;6;13;33;223,07;549,93;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-28;6;9;49;42;675,84;709,12;0;0;0;0;Rentway;Interrent
BE;Belgium;CRL;2020-02-01;2020-02-29;1;8;2;35;45,37;706,17;0;0;0;0;Rentway;Interrent
BE;Belgium;BRT;2020-03-01;2020-03-04;0;1;0;1;0;47,08;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-01;8;3;100;17;1180,9;270,64;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-02;3;3;11;12;190,09;221,97;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-03;4;5;46;17;545,1;343,38;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-04;8;7;45;80;711,91;1132,76;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-05;21;5;84;19;1541,93;390,19;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-06;25;3;91;15;1754,14;277,6;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-07;8;4;29;15;517,56;293,46;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-08;7;0;35;0;581,39;0;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-09;11;4;43;12;740,11;287,78;0;0;0;0;Rentway;Interrent
BE;Belgium;BRU;2020-03-01;2020-03-10;3;3;15;13;256,49;331,67;0;0;0;0;Rentway;Interrent
ES;Andalusia;AGP;2020-02-01;2020-02-01;233;217;2298;2091;7652,6767;4973,9228;17542,4385;15399,3847;2885,6926;3942,1544;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-02;241;180;2422;1687;7562,3022;3713,0415;19093,4338;14323,8117;3287,6136;3310,6507;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-02;66;77;536;573;1053,8731;1239,7174;4640,5311;5024,387;747,23;875,6194;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-02;12;;62;;197,1218;;478,6777;;47,8488;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-02;11;28;75;191;140,6784;149,0074;549,9878;1783,8081;55,2493;156,8234;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-04;178;167;1891;1468;6235,5694;3018,1308;14081,9204;12210,4548;2350,9399;3171,7688;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-04;5;23;41;105;69,9385;87,4976;137,7274;747,2997;199,5884;107,1283;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-05;48;70;352;534;792,921;603,4296;2034,6509;4180,3783;311,9299;627,9431;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-05;8;;33;;296,0157;;221,7356;;38,3971;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-05;6;21;20;157;487,8465;342,3486;247,6487;921,8679;44,4162;156,7549;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-07;272;184;1842;1346;6003,8817;3442,1213;18799,68;12858,3985;3586,3628;3108,2523;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-07;65;94;387;524;1153,072;1742,017;2727,2715;5122,1546;536,6981;891,7173;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-07;6;;19;;110,0065;;150;;20,8005;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-07;11;27;71;126;166,105;226,7355;534,7274;1715,2688;386,3112;219,4219;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-08;83;106;589;693;1739,876;2196,0885;5966,9772;7031,7409;1009,9007;1193,2116;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-09;270;196;2415;1570;7066,9198;4720,9045;19124,3314;15210,5665;3006,8218;3825,8756;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-10;218;177;2089;1644;8052,50138;4159,541398;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-10;61;79;369;617;923,912;781,2231438;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-10;4;;29;;339,6614752;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-10;12;27;90;147;355,5316876;364,2081942;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-12;217;130;1839;1112;5636,018052;2357,112435;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-12;12;;55;;289,5577975;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-12;9;22;43;138;232,2370661;160,3319;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-13;59;66;342;445;779,9804;720,1067661;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-13;12;;59;;387,2653686;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-13;10;27;110;177;547,7424314;377,1069223;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-15;195;170;1617;1443;5897,430067;4293,689679;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-15;60;76;468;553;1322,0729;1372,394233;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-15;7;;39;;166,0055645;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-15;13;26;91;198;424,9283;1325,295058;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-16;44;56;268;394;900,5218;832,0819314;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-17;152;122;1200;1036;5171,625578;2678,223414;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-18;145;111;1226;962;4325,227693;2481,42494;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-18;36;33;314;291;528,0448091;472,9735661;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-18;4;;26;;61,77546694;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-18;4;13;27;102;158,0089;242,9796091;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-20;186;121;1580;973;7815,016981;2518,664356;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-20;7;;57;;233,9099116;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-20;11;16;105;98;392,8775;226,4190083;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-21;55;61;388;452;914,3029099;969,0986603;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-21;10;;45;;317,8259711;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-21;8;21;52;124;281,519;282,326;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-23;169;104;1558;897;4607,857817;1708,527139;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-23;44;42;333;327;776,8287504;502,5559;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-23;7;;52;;318,463205;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-23;8;13;43;75;221,5167;137,4244;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-24;29;47;222;384;384,4416;392,492019;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-25;108;95;1133;1020;3512,545645;2508,026999;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-26;125;103;1057;838;4007,481034;1909,615055;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-26;46;41;321;313;570,4636744;508,8533289;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-26;6;;32;;332,8592;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-26;4;19;22;134;53,3736;378,8824826;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-28;127;117;1042;917;3684,382362;3740,646917;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-02-01;2020-02-28;6;;33;;134,2527041;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-02-01;2020-02-28;6;24;23;153;35,0406;481,6910736;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-02-01;2020-02-29;55;56;412;422;1086,628398;1368,1863;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-02-01;2020-02-29;5;;28;;224,121243;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-02;82;55;1027;506;3301,210331;1781,658961;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-02;13;32;157;258;320,3332116;683,1979;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-02;4;;31;;204,6177686;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-02;3;8;39;50;300,4444;172,0666;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-03;21;18;245;135;790,0534;602,8394397;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-04;101;83;1048;690;3881,506373;1361,101188;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-05;116;86;866;655;2277,953691;1387,742449;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-05;23;30;198;183;633,0301;442,655;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-05;5;;17;;59,97476942;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-05;4;21;19;100;118,8758;217,568086;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-07;123;108;1098;975;4023,465655;2378,057525;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-07;3;;13;;99,947;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-07;7;19;49;160;484,181;447,1578587;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-08;29;28;257;227;614,9415;472,5185397;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-08;3;;21;;119,0183545;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-08;4;14;33;114;79,1337;546,8064;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-10;74;59;750;557;1922,908507;1375,650008;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-10;21;24;194;222;554,0020198;550,2236289;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-10;8;;44;;183,6525785;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-10;2;11;38;84;127,6859;67,4523;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-11;29;33;260;260;472,3785537;581,9250438;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-12;69;73;586;691;2034,29404;1813,36044;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-13;87;83;655;608;2261,548772;1706,511316;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-13;17;38;123;327;430,7596289;1273,8851;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-13;2;;17;;18,5289;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-13;2;14;12;85;64,5272;544,5572628;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-15;78;52;790;451;2495,682431;1153,343141;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-15;3;;19;;41,64480248;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-15;3;5;30;27;114,7316;71,0584;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-16;13;44;108;416;390,9567;804,9868314;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-16;1;;7;;23,05082645;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-16;3;6;13;32;90,9239;203,1869025;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-18;63;51;520;429;2266,414217;1984,934158;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-18;20;40;185;326;497,6670777;716,1216;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-18;5;;25;;95,57242562;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-18;1;3;4;25;52,9358;62,799;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-19;13;41;94;247;323,2546;338,1535653;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-20;85;60;754;546;2518,277985;2264,351327;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-20;2;4;25;17;245,4838;42,3386;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-21;102;81;840;694;2569,112833;3070,2125;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-21;22;66;180;613;461,6628;1214,348012;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-21;9;;60;;622,3162413;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-21;3;9;22;68;132,5854;194,477;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-23;70;44;748;402;2810,499052;1131,385379;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-23;12;25;86;204;256,2324;291,1325083;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-23;3;;31;;166,1641686;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-23;5;2;39;20;294,3993132;135,8266264;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-24;14;31;119;283;295,8947;507,0187752;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-24;2;;25;;78,12983223;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-25;68;46;591;405;2439,326173;1540,09541;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-26;76;54;559;405;3452,502774;1415,118564;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-26;17;36;111;305;286,3032;414,964738;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-26;2;;12;;52,4491;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-26;3;2;8;18;35,4689;102,48;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-28;102;51;968;546;4782,928774;2182,960166;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-28;4;9;34;68;233,2703281;318,0112;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-29;31;44;329;461;920,585343;753,3097537;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-29;5;;35;;214,9468;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-29;4;8;49;63;389,5008;190,9382438;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-03-01;2020-03-31;119;46;1573;403;5225,76025;2529,262573;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-03-01;2020-03-31;16;14;137;127;271,0459438;877,2756;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-03-01;2020-03-31;4;;76;;376,0981694;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-03-01;2020-03-31;3;1;15;5;90,7978;11,9055;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-04-01;2020-04-01;58;34;582;271;5952,257597;1335,732442;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-01;7;22;58;173;684,1323;955,0376355;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-04-01;2020-04-01;1;;5;;39,6871;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-04-01;2020-04-01;4;4;32;25;357,1026;113,7945;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-04-01;2020-04-02;9;17;96;118;972,2055;619,7251851;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-04-01;2020-04-03;39;47;360;406;6492,420898;3934,765674;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-04;76;66;672;622;10421,43964;6087,876619;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-04;7;19;62;143;750,0234;839,01;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-04-01;2020-04-04;21;;186;;2111,05046;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-04-01;2020-04-04;14;7;109;53;1501,477899;316,6131124;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-04-01;2020-04-06;58;52;528;495;7073,005326;3873,642306;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-06;12;;111;;1129,7985;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-04-01;2020-04-06;6;7;55;48;521,1322314;200,9634;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-04-01;2020-04-07;8;21;64;154;918,4153;821,5566182;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-04-01;2020-04-07;9;;70;;875,3188;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-04-01;2020-04-09;61;68;438;665;7044,905594;5573,256101;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-09;2;33;16;259;307,6715;1446,905096;0;0;0;0;Sigger;InterRent
ES;Andalusia;AGP;2020-04-01;2020-04-09;16;;98;;1168,011696;;0;;0;;Sigger;InterRent MT
ES;Andalusia;AGP;2020-04-01;2020-04-09;6;4;34;17;549,6645554;37,2545;0;0;0;0;Sigger;Rhodium
ES;Andalusia;AGP;2020-04-01;2020-04-11;37;50;259;422;3628,20835;7419,833567;0;0;0;0;Sigger;Goldcar/Pulsar
ES;Andalusia;AGP;2020-04-01;2020-04-11;9;11;61;100;608,9669124;1254,011778;0;0;0;0;Sigger;Rhodium
